Topic;;Title;;Published;;Viewership;;Description;;Skills
Machine-Learning;;Advanced QGIS Analysis with AI and Machine Learning;;2024-08-21;;49365;;Explore the advanced tools that GIS has to offer and learn how to use new tools, such as AI and machine learning.;;Quantum GIS
Machine-Learning;;Advanced QGIS Analysis with AI and Machine Learning;;2024-08-21;;49365;;Explore the advanced tools that GIS has to offer and learn how to use new tools, such as AI and machine learning.;;Geological Mapping
Machine-Learning;;Machine Learning and AI Foundations: Decision Trees with KNIME;;2022-06-22;;7701;;Expand your data science skills and establish a strong foundation in codeless machine learning.;;Decision Trees
Machine-Learning;;Machine Learning and AI Foundations: Decision Trees with KNIME;;2022-06-22;;7701;;Expand your data science skills and establish a strong foundation in codeless machine learning.;;Knime
Machine-Learning;;Machine Learning and AI Foundations: Decision Trees with KNIME;;2022-06-22;;7701;;Expand your data science skills and establish a strong foundation in codeless machine learning.;;Artificial Intelligence (AI)
Machine-Learning;;Executive Guide to AutoML;;2023-04-03;;1595;;Learn about AutoML, the opportunities and challenges that arise in attempting to automate machine learning, and how this automation affects your organization.;;Automated Machine Learning (AutoML)
Machine-Learning;;Executive Guide to AutoML;;2023-04-03;;1595;;Learn about AutoML, the opportunities and challenges that arise in attempting to automate machine learning, and how this automation affects your organization.;;Artificial Intelligence (AI)
Machine-Learning;;Essentials of MLOps with Azure: 4 Spark MLflow Models and Model Registry;;2022-09-09;;2256;;Learn how easy it is to create MLflow models, on platform or off platform, in places like GitHub Codespaces.;;MLOps
Machine-Learning;;Essentials of MLOps with Azure: 4 Spark MLflow Models and Model Registry;;2022-09-09;;2256;;Learn how easy it is to create MLflow models, on platform or off platform, in places like GitHub Codespaces.;;Microsoft Azure Machine Learning
Machine-Learning;;Essentials of MLOps with Azure: 4 Spark MLflow Models and Model Registry;;2022-09-09;;2256;;Learn how easy it is to create MLflow models, on platform or off platform, in places like GitHub Codespaces.;;Apache Spark
Machine-Learning;;Machine Learning and AI Foundations: Causal Inference and Modeling;;2022-07-22;;8225;;Learn about the modeling techniques and experimental designs that allow you to establish causal inference, and how to use them.;;Causal Inference
Machine-Learning;;Machine Learning and AI Foundations: Causal Inference and Modeling;;2022-07-22;;8225;;Learn about the modeling techniques and experimental designs that allow you to establish causal inference, and how to use them.;;Machine Learning
Machine-Learning;;Machine Learning and AI Foundations: Causal Inference and Modeling;;2022-07-22;;8225;;Learn about the modeling techniques and experimental designs that allow you to establish causal inference, and how to use them.;;Artificial Intelligence (AI)
Machine-Learning;;Applied Machine Learning: Ensemble Learning;;2022-02-24;;10339;;Explore how to make powerful, accurate predictions with ensemble learners, one of the most common classes of machine learning algorithms.;;Applied Machine Learning
Machine-Learning;;Google Cloud Professional Machine Learning Engineer Cert Prep: 6 Monitoring, Optimizing, and Maintaining ML Solutions;;2023-06-21;;1324;;Learn about monitoring, optimizing, and maintaining ML solutions in preparation for the Google Professional Machine Learning Engineer certification exam.;;Google Cloud Platform (GCP)
Machine-Learning;;Google Cloud Professional Machine Learning Engineer Cert Prep: 6 Monitoring, Optimizing, and Maintaining ML Solutions;;2023-06-21;;1324;;Learn about monitoring, optimizing, and maintaining ML solutions in preparation for the Google Professional Machine Learning Engineer certification exam.;;Machine Learning
Machine-Learning;;Machine Learning with Python: Logistic Regression;;2022-11-09;;8412;;Get an introduction to logistic regression by exploring how to build supervised machine learning models with Python.;;Logistic Regression
Machine-Learning;;Machine Learning with Python: Logistic Regression;;2022-11-09;;8412;;Get an introduction to logistic regression by exploring how to build supervised machine learning models with Python.;;Machine Learning
Machine-Learning;;Machine Learning with Python: Logistic Regression;;2022-11-09;;8412;;Get an introduction to logistic regression by exploring how to build supervised machine learning models with Python.;;Python (Programming Language)
Machine-Learning;;Machine Learning with Python: Decision Trees;;2022-05-20;;17049;;Learn how to build decision trees in Python to measure impurity within a partition and improve outcomes on machine learning projects.;;Decision Trees
Machine-Learning;;Machine Learning with Python: Decision Trees;;2022-05-20;;17049;;Learn how to build decision trees in Python to measure impurity within a partition and improve outcomes on machine learning projects.;;Machine Learning
Machine-Learning;;Machine Learning with Python: Decision Trees;;2022-05-20;;17049;;Learn how to build decision trees in Python to measure impurity within a partition and improve outcomes on machine learning projects.;;Python (Programming Language)
Machine-Learning;;Applied Machine Learning: Foundations;;2024-05-22;;4503;;Develop foundational skills and technical know-how for dealing with real-world problems using the Python ecosystem.;;Applied Machine Learning
Machine-Learning;;Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 2 Run Experiments and Train Models;;2023-01-30;;1261;;Prepare for the second domain of the Microsoft Azure Data Scientist Associate (DP-100) exam.;;Model Training
Machine-Learning;;Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 2 Run Experiments and Train Models;;2023-01-30;;1261;;Prepare for the second domain of the Microsoft Azure Data Scientist Associate (DP-100) exam.;;Microsoft Azure Machine Learning
Machine-Learning;;Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 2 Run Experiments and Train Models;;2023-01-30;;1261;;Prepare for the second domain of the Microsoft Azure Data Scientist Associate (DP-100) exam.;;Data Science
Machine-Learning;;AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 2 Exploratory Data Analysis;;2023-02-27;;2759;;Learn about exploratory data analysis to prepare for the AWS Certified Machine Learning – Specialty (MLS-C01) certification.;;Machine Learning
Machine-Learning;;AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 2 Exploratory Data Analysis;;2023-02-27;;2759;;Learn about exploratory data analysis to prepare for the AWS Certified Machine Learning – Specialty (MLS-C01) certification.;;Exploratory Data Analysis
Machine-Learning;;AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 2 Exploratory Data Analysis;;2023-02-27;;2759;;Learn about exploratory data analysis to prepare for the AWS Certified Machine Learning – Specialty (MLS-C01) certification.;;Amazon Web Services (AWS)
Machine-Learning;;Machine Learning with Scikit-Learn;;2020-10-15;;34664;;Learn to use scikit-learn, the popular open-source Python library, to build efficient machine learning models.;;Scikit-Learn
Machine-Learning;;Machine Learning with Scikit-Learn;;2020-10-15;;34664;;Learn to use scikit-learn, the popular open-source Python library, to build efficient machine learning models.;;Machine Learning
Machine-Learning;;Azure AI Engineer Associate (AI-102) Cert Prep: Implement Natural Language Processing Solutions;;2024-04-04;;1193;;Prepare for the Implement Natural Language Processing Solutions domain of Microsoft Azure AI Engineer Associate (AI-102) certification exam.;;Natural Language Processing (NLP)
Machine-Learning;;Azure AI Engineer Associate (AI-102) Cert Prep: Implement Natural Language Processing Solutions;;2024-04-04;;1193;;Prepare for the Implement Natural Language Processing Solutions domain of Microsoft Azure AI Engineer Associate (AI-102) certification exam.;;Microsoft Azure Machine Learning
Machine-Learning;;Learning Vertex AI: MLOps with Google Cloud;;2023-05-05;;2849;;Learn how to train, deploy, and manage machine learning models using built-in tools in Vertex AI.;;MLOps
Machine-Learning;;Learning Vertex AI: MLOps with Google Cloud;;2023-05-05;;2849;;Learn how to train, deploy, and manage machine learning models using built-in tools in Vertex AI.;;Vertex
Machine-Learning;;Learning TinyML: A Hands-On Course;;2022-07-21;;3199;;Learn the basics of TinyML, the field of machine learning that enables ML applications to run on handheld and IoT devices.;;Machine Learning
Machine-Learning;;Machine Learning for iOS: Core ML and Create ML;;2020-02-05;;5802;;Learn how to integrate machine learning into your iOS application using the Core ML SDK and the Create ML app.;;iOS Development
Machine-Learning;;Machine Learning for iOS: Core ML and Create ML;;2020-02-05;;5802;;Learn how to integrate machine learning into your iOS application using the Core ML SDK and the Create ML app.;;Machine Learning
Machine-Learning;;Hands-On Data Annotation: Applied Machine Learning;;2023-12-22;;4766;;Get insights into the intricacies of data annotation for machine learning.;;Data Annotation
Machine-Learning;;Hands-On Data Annotation: Applied Machine Learning;;2023-12-22;;4766;;Get insights into the intricacies of data annotation for machine learning.;;Machine Learning
Natural-Language-Processing-nlp;;Exploring Million-Token Models with Google Gemini Pro 1.5;;2024-04-22;;5123;;Explore Google Gemini Pro 1.5's groundbreaking million-token capacity, reshaping the future of AI prompting and understanding.;;Google Gemini
Natural-Language-Processing-nlp;;Exploring Million-Token Models with Google Gemini Pro 1.5;;2024-04-22;;5123;;Explore Google Gemini Pro 1.5's groundbreaking million-token capacity, reshaping the future of AI prompting and understanding.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Exploring Million-Token Models with Google Gemini Pro 1.5;;2024-04-22;;5123;;Explore Google Gemini Pro 1.5's groundbreaking million-token capacity, reshaping the future of AI prompting and understanding.;;Chatbot Development
Natural-Language-Processing-nlp;;NLP with Quanteda R;;2023-03-21;;0;;<p>Find out how to use the R programming language to implement natural language processing (NLP) algorithms.</p>;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;NLP with Quanteda R;;2023-03-21;;0;;<p>Find out how to use the R programming language to implement natural language processing (NLP) algorithms.</p>;;R (Programming Language)
Natural-Language-Processing-nlp;;Building Skills with Semantic Kernel;;2023-04-17;;7204;;Level up your skills with Semantic Kernel, the new face of AI-powered development that helps integrate LLM AI capabilities into applications.;;Software Development
Natural-Language-Processing-nlp;;Building Skills with Semantic Kernel;;2023-04-17;;7204;;Level up your skills with Semantic Kernel, the new face of AI-powered development that helps integrate LLM AI capabilities into applications.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Building Skills with Semantic Kernel;;2023-04-17;;7204;;Level up your skills with Semantic Kernel, the new face of AI-powered development that helps integrate LLM AI capabilities into applications.;;Generative AI
Natural-Language-Processing-nlp;;Building Skills with Semantic Kernel;;2023-04-17;;7204;;Level up your skills with Semantic Kernel, the new face of AI-powered development that helps integrate LLM AI capabilities into applications.;;Artificial Intelligence (AI)
Natural-Language-Processing-nlp;;Building Secure and Trustworthy LLMs Using NVIDIA Guardrails;;2024-09-13;;0;;Take a deep dive into the world of language large models (LLMs), and learn how to implement robust guardrails for secure, ethical AI use.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Building Secure and Trustworthy LLMs Using NVIDIA Guardrails;;2024-09-13;;0;;Take a deep dive into the world of language large models (LLMs), and learn how to implement robust guardrails for secure, ethical AI use.;;Responsible AI
Natural-Language-Processing-nlp;;Azure AI Fundamentals (AI-900) Cert Prep: 4 Natural Language Processing (NLP) Workloads on Azure;;2023-03-16;;5404;;Upskill and build the knowledge you need to pass the Azure AI Fundamentals Exam (AI-900).;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;Azure AI Fundamentals (AI-900) Cert Prep: 4 Natural Language Processing (NLP) Workloads on Azure;;2023-03-16;;5404;;Upskill and build the knowledge you need to pass the Azure AI Fundamentals Exam (AI-900).;;Microsoft Azure Machine Learning
Natural-Language-Processing-nlp;;Hands-On Generative AI: Applying Your Tabular Data With ChatGPT, GPT-4, and LangChain;;2023-12-14;;7991;;Learn about the knowledge and skills to harness the potential of ChatGPT and other OpenAI models on tabular data.;;Business Analytics
Natural-Language-Processing-nlp;;Hands-On Generative AI: Applying Your Tabular Data With ChatGPT, GPT-4, and LangChain;;2023-12-14;;7991;;Learn about the knowledge and skills to harness the potential of ChatGPT and other OpenAI models on tabular data.;;LangChain
Natural-Language-Processing-nlp;;Hands-On Generative AI: Applying Your Tabular Data With ChatGPT, GPT-4, and LangChain;;2023-12-14;;7991;;Learn about the knowledge and skills to harness the potential of ChatGPT and other OpenAI models on tabular data.;;ChatGPT
Natural-Language-Processing-nlp;;TensorFlow: Working with NLP;;2022-02-02;;10110;;Learn about using transformers in natural language processing with TensorFlow.;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;TensorFlow: Working with NLP;;2022-02-02;;10110;;Learn about using transformers in natural language processing with TensorFlow.;;TensorFlow
Natural-Language-Processing-nlp;;Advanced AI: NLP Techniques for Clinical Datasets;;2022-11-03;;5917;;Learn how to apply natural language processing to clinical and biomedical data.;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;Advanced AI: NLP Techniques for Clinical Datasets;;2022-11-03;;5917;;Learn how to apply natural language processing to clinical and biomedical data.;;Applied Machine Learning
Natural-Language-Processing-nlp;;Advanced AI: NLP Techniques for Clinical Datasets;;2022-11-03;;5917;;Learn how to apply natural language processing to clinical and biomedical data.;;Healthcare Analytics
Natural-Language-Processing-nlp;;The OWASP Top 10 for Large Language Model (LLM) Applications: An Overview;;2024-03-27;;2385;;Learn about the top ten most common security vulnerabilities for large language models as outlined in the OWASP Top 10 for Large Language Models and how to prepare for them.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;The OWASP Top 10 for Large Language Model (LLM) Applications: An Overview;;2024-03-27;;2385;;Learn about the top ten most common security vulnerabilities for large language models as outlined in the OWASP Top 10 for Large Language Models and how to prepare for them.;;Application Security
Natural-Language-Processing-nlp;;The OWASP Top 10 for Large Language Model (LLM) Applications: An Overview;;2024-03-27;;2385;;Learn about the top ten most common security vulnerabilities for large language models as outlined in the OWASP Top 10 for Large Language Models and how to prepare for them.;;OWASP
Natural-Language-Processing-nlp;;Introduction to AI-Native Vector Databases;;2023-12-14;;4631;;Learn how data and AI professionals can optimize data systems using AI.;;Vector Databases
Natural-Language-Processing-nlp;;Introduction to AI-Native Vector Databases;;2023-12-14;;4631;;Learn how data and AI professionals can optimize data systems using AI.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Introduction to AI-Native Vector Databases;;2023-12-14;;4631;;Learn how data and AI professionals can optimize data systems using AI.;;Artificial Intelligence (AI)
Natural-Language-Processing-nlp;;Complete Guide to NLP with R;;2024-08-01;;1952;;Find out how to use the R programming language to implement natural language processing (NLP) algorithms.;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;Complete Guide to NLP with R;;2024-08-01;;1952;;Find out how to use the R programming language to implement natural language processing (NLP) algorithms.;;R (Programming Language)
Natural-Language-Processing-nlp;;NLP with Python for Machine Learning Essential Training;;2018-03-23;;156799;;Explore natural language processing (NLP) concepts, review advanced data cleaning and vectorization techniques, and learn how to build machine learning classifiers.;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;NLP with Python for Machine Learning Essential Training;;2018-03-23;;156799;;Explore natural language processing (NLP) concepts, review advanced data cleaning and vectorization techniques, and learn how to build machine learning classifiers.;;Machine Learning
Natural-Language-Processing-nlp;;NLP with Python for Machine Learning Essential Training;;2018-03-23;;156799;;Explore natural language processing (NLP) concepts, review advanced data cleaning and vectorization techniques, and learn how to build machine learning classifiers.;;Python (Programming Language)
Natural-Language-Processing-nlp;;Introduction to NLP Using R;;2023-05-19;;1490;;Get up and running with natural language processing (NLP) using R, the popular programming language for statistical computing and graphics.;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;Introduction to NLP Using R;;2023-05-19;;1490;;Get up and running with natural language processing (NLP) using R, the popular programming language for statistical computing and graphics.;;R (Programming Language)
Natural-Language-Processing-nlp;;Generative AI: Introduction to Large Language Models;;2023-11-13;;30290;;Gain a foundational knowledge of how large language models and other Generative AI models work.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Generative AI: Introduction to Large Language Models;;2023-11-13;;30290;;Gain a foundational knowledge of how large language models and other Generative AI models work.;;Generative AI
Natural-Language-Processing-nlp;;Top 10 Skills for NLP Specialists;;2023-04-27;;3455;;Explore 10 skills that you need to succeed as an NLP specialist.;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;Top 10 Skills for NLP Specialists;;2023-04-27;;3455;;Explore 10 skills that you need to succeed as an NLP specialist.;;Machine Learning
Natural-Language-Processing-nlp;;Fine-Tune Your LLMs;;2024-04-18;;3357;;Learn how to customize LLMs using your own data.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Creating GPTs with Actions;;2024-03-14;;38964;;Take your engineering skills to the next level by learning how to extend the functionalities of ChatGPT and build custom GPTs with actions from scratch.;;ChatGPT
Natural-Language-Processing-nlp;;Creating GPTs with Actions;;2024-03-14;;38964;;Take your engineering skills to the next level by learning how to extend the functionalities of ChatGPT and build custom GPTs with actions from scratch.;;Chatbot Development
Natural-Language-Processing-nlp;;Generative AI: Working with Large Language Models;;2022-09-30;;68263;;Explore a user-friendly approach to working with transformers and large language models for natural language processing.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Generative AI: Working with Large Language Models;;2022-09-30;;68263;;Explore a user-friendly approach to working with transformers and large language models for natural language processing.;;Transformer Models
Natural-Language-Processing-nlp;;Generative AI: Working with Large Language Models;;2022-09-30;;68263;;Explore a user-friendly approach to working with transformers and large language models for natural language processing.;;Generative AI
Natural-Language-Processing-nlp;;Generative AI: Working with Large Language Models;;2022-09-30;;68263;;Explore a user-friendly approach to working with transformers and large language models for natural language processing.;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;Grounding Techniques for LLMs;;2024-08-28;;0;;Learn how to recognize, mitigate, and understand hallucinations in large language models (LLMs). Discover strategies for improving LLM reliability and accuracy.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Creating a Chat Tool Using OpenAI Models and Pinecone;;2024-06-25;;2859;;Get an overview of text embeddings, vector databases, and retrieval-augmented generation (RAG) by learning how to build your own chat tool with OpenAI and Pinecone.;;OpenAI Products
Natural-Language-Processing-nlp;;Creating a Chat Tool Using OpenAI Models and Pinecone;;2024-06-25;;2859;;Get an overview of text embeddings, vector databases, and retrieval-augmented generation (RAG) by learning how to build your own chat tool with OpenAI and Pinecone.;;Chatbot Development
Natural-Language-Processing-nlp;;LLaMa for Developers;;2024-04-17;;13122;;Get an introduction to the architecture, process of fine tuning, deploying, and prompting in the popular open source LLaMa model.;;LLaMA
Natural-Language-Processing-nlp;;LLaMa for Developers;;2024-04-17;;13122;;Get an introduction to the architecture, process of fine tuning, deploying, and prompting in the popular open source LLaMa model.;;Software Development
Natural-Language-Processing-nlp;;LLaMa for Developers;;2024-04-17;;13122;;Get an introduction to the architecture, process of fine tuning, deploying, and prompting in the popular open source LLaMa model.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;ChatGPT: Publishing GPTs on the GPT Store;;2024-01-18;;18506;;Learn how to create, publish, and manage GPTs on OpenAI’s GPT Store.;;ChatGPT
Natural-Language-Processing-nlp;;ChatGPT: Publishing GPTs on the GPT Store;;2024-01-18;;18506;;Learn how to create, publish, and manage GPTs on OpenAI’s GPT Store.;;Chatbot Development
Natural-Language-Processing-nlp;;AI Show: Building NLP models with Azure ML AutoML;;2023-03-15;;1176;;Learn how to build NLP models in Azure Machine Learning AutoML. Explore data analysis, multi-language learning, and review the language-to-model routing function.;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;AI Show: Building NLP models with Azure ML AutoML;;2023-03-15;;1176;;Learn how to build NLP models in Azure Machine Learning AutoML. Explore data analysis, multi-language learning, and review the language-to-model routing function.;;Microsoft Azure Machine Learning
Natural-Language-Processing-nlp;;AI Show: Building NLP models with Azure ML AutoML;;2023-03-15;;1176;;Learn how to build NLP models in Azure Machine Learning AutoML. Explore data analysis, multi-language learning, and review the language-to-model routing function.;;Microsoft Azure
Natural-Language-Processing-nlp;;Building Chatbots Using Google Dialogflow;;2019-12-11;;15782;;Build your own chatbots. Learn how to use Google Dialogflow to create engaging text-based conversational interfaces.;;Dialogflow
Natural-Language-Processing-nlp;;Building Chatbots Using Google Dialogflow;;2019-12-11;;15782;;Build your own chatbots. Learn how to use Google Dialogflow to create engaging text-based conversational interfaces.;;Chatbot Development
Natural-Language-Processing-nlp;;Prompt Engineering: How to Talk to the AIs;;2023-04-17;;271628;;Develop your AI skills by learning how to design and fine-tune prompts that can interact directly with large language models.;;Prompt Engineering
Natural-Language-Processing-nlp;;Prompt Engineering: How to Talk to the AIs;;2023-04-17;;271628;;Develop your AI skills by learning how to design and fine-tune prompts that can interact directly with large language models.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Prompt Engineering: How to Talk to the AIs;;2023-04-17;;271628;;Develop your AI skills by learning how to design and fine-tune prompts that can interact directly with large language models.;;Generative AI
Natural-Language-Processing-nlp;;Hands-On Generative AI with Multi-Agent LangChain: Building Real-World Applications;;2024-02-27;;5182;;Get a comprehensive overview of how to build and run dynamic, interactive multiagent simulations using LangChain, the popular AI-powered framework.;;LangChain
Natural-Language-Processing-nlp;;Hands-On Generative AI with Multi-Agent LangChain: Building Real-World Applications;;2024-02-27;;5182;;Get a comprehensive overview of how to build and run dynamic, interactive multiagent simulations using LangChain, the popular AI-powered framework.;;Generative AI
Natural-Language-Processing-nlp;;Hands-On Generative AI with Multi-Agent LangChain: Building Real-World Applications;;2024-02-27;;5182;;Get a comprehensive overview of how to build and run dynamic, interactive multiagent simulations using LangChain, the popular AI-powered framework.;;Application Development
Natural-Language-Processing-nlp;;Generative NLP with Variational AutoEncoders;;2024-06-07;;1034;;Get an overview of variational autoencoders (VAEs) specifically focused on creating complex models in Keras, creating denoising autencoders, and creating VAEs for text generation.;;Variational Autoencoders (VAEs)
Natural-Language-Processing-nlp;;Generative NLP with Variational AutoEncoders;;2024-06-07;;1034;;Get an overview of variational autoencoders (VAEs) specifically focused on creating complex models in Keras, creating denoising autencoders, and creating VAEs for text generation.;;Generative AI
Natural-Language-Processing-nlp;;Generative NLP with Variational AutoEncoders;;2024-06-07;;1034;;Get an overview of variational autoencoders (VAEs) specifically focused on creating complex models in Keras, creating denoising autencoders, and creating VAEs for text generation.;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;Microsoft Teams Bot Development;;2018-02-28;;28159;;Learn how to set up, configure, and build a Teams bot. Discover how to register your bots, enable side loading, write code for scenarios specific to Teams, and test your bots.;;Chatbot Development
Natural-Language-Processing-nlp;;Microsoft Teams Bot Development;;2018-02-28;;28159;;Learn how to set up, configure, and build a Teams bot. Discover how to register your bots, enable side loading, write code for scenarios specific to Teams, and test your bots.;;Microsoft Teams
Natural-Language-Processing-nlp;;Advanced NLP with Python for Machine Learning;;2024-05-29;;3263;;Build upon your foundational knowledge of natural language processing by exploring more complex topics.;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;Advanced NLP with Python for Machine Learning;;2024-05-29;;3263;;Build upon your foundational knowledge of natural language processing by exploring more complex topics.;;Machine Learning
Natural-Language-Processing-nlp;;Advanced NLP with Python for Machine Learning;;2024-05-29;;3263;;Build upon your foundational knowledge of natural language processing by exploring more complex topics.;;Python (Programming Language)
Natural-Language-Processing-nlp;;Building RAG Solutions with Azure AI Studio;;2024-07-26;;2957;;Learn to effectively leverage Azure AI Studio for the creation of retrieval-augmented generation (RAG) solutions.;;Retrieval-Augmented Generation (RAG)
Natural-Language-Processing-nlp;;Building RAG Solutions with Azure AI Studio;;2024-07-26;;2957;;Learn to effectively leverage Azure AI Studio for the creation of retrieval-augmented generation (RAG) solutions.;;Azure AI Studio
Natural-Language-Processing-nlp;;Introduction to Conversational AI;;2023-03-15;;47455;;Get a comprehensive overview of the history, uses, tools, and benefits of one of the hottest fields in technology: conversational AI.;;Artificial Intelligence for Business
Natural-Language-Processing-nlp;;Introduction to Conversational AI;;2023-03-15;;47455;;Get a comprehensive overview of the history, uses, tools, and benefits of one of the hottest fields in technology: conversational AI.;;Generative AI
Natural-Language-Processing-nlp;;Introduction to Conversational AI;;2023-03-15;;47455;;Get a comprehensive overview of the history, uses, tools, and benefits of one of the hottest fields in technology: conversational AI.;;Conversational AI
Natural-Language-Processing-nlp;;LLM Foundations: Building Effective Applications for Enterprises;;2024-06-21;;7884;;Explore design considerations and best practices for building generative AI-powered applications at enterprise scale.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;LLM Foundations: Building Effective Applications for Enterprises;;2024-06-21;;7884;;Explore design considerations and best practices for building generative AI-powered applications at enterprise scale.;;Enterprise Software
Natural-Language-Processing-nlp;;Responsible Generative AI and Local LLMs;;2024-07-16;;2957;;Explore the theory of generative AI and learn to use local LLMs.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Responsible Generative AI and Local LLMs;;2024-07-16;;2957;;Explore the theory of generative AI and learn to use local LLMs.;;Responsible AI
Natural-Language-Processing-nlp;;Responsible Generative AI and Local LLMs;;2024-07-16;;2957;;Explore the theory of generative AI and learn to use local LLMs.;;Generative AI
Natural-Language-Processing-nlp;;Azure AI Fundamentals (AI-900) Cert Prep: 1 Conversational AI on Azure;;2022-09-15;;12084;;Learn how to manage conversational AI workloads as you prepare for the first domain of Microsoft Azure AI Fundamentals (AI-900) certification exam.;;Conversational AI
Natural-Language-Processing-nlp;;Azure AI Fundamentals (AI-900) Cert Prep: 1 Conversational AI on Azure;;2022-09-15;;12084;;Learn how to manage conversational AI workloads as you prepare for the first domain of Microsoft Azure AI Fundamentals (AI-900) certification exam.;;Artificial Intelligence (AI)
Natural-Language-Processing-nlp;;Azure AI Fundamentals (AI-900) Cert Prep: 1 Conversational AI on Azure;;2022-09-15;;12084;;Learn how to manage conversational AI workloads as you prepare for the first domain of Microsoft Azure AI Fundamentals (AI-900) certification exam.;;Microsoft Azure
Natural-Language-Processing-nlp;;Hands-On Natural Language Processing;;2022-06-29;;13737;;Learn to use natural language processing to make sense of text data and derive useful insights.;;Natural Language Processing (NLP)
Natural-Language-Processing-nlp;;Level up LLM applications development with LangChain and OpenAI;;2024-09-24;;0;;Learn how to build powerful and context-aware applications using LangChain and OpenAI.;;AI Software Development
Natural-Language-Processing-nlp;;Level up LLM applications development with LangChain and OpenAI;;2024-09-24;;0;;Learn how to build powerful and context-aware applications using LangChain and OpenAI.;;LangChain
Natural-Language-Processing-nlp;;Level up LLM applications development with LangChain and OpenAI;;2024-09-24;;0;;Learn how to build powerful and context-aware applications using LangChain and OpenAI.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Level up LLM applications development with LangChain and OpenAI;;2024-09-24;;0;;Learn how to build powerful and context-aware applications using LangChain and OpenAI.;;OpenAI Products
Natural-Language-Processing-nlp;;RAG Tuned AIs with the Cohere API Platform;;2024-09-16;;3577;;Learn how to develop RAG-based AI tuning with Cohere's API platform, optimizing models for various cloud environments.;;Retrieval-Augmented Generation (RAG)
Natural-Language-Processing-nlp;;Installing, Running and Testing LLMs on Your Local Computer;;2024-01-29;;11440;;Learn the essentials of setting up, operating, and evaluating Large Language Models (LLMs) on your own computer.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;OpenAI API: Building Assistants;;2023-12-07;;7145;;Learn how to use OpenAI’s Assistants API to create custom GPT agents for inclusion in your own applications.;;OpenAI API
Natural-Language-Processing-nlp;;OpenAI API: Building Assistants;;2023-12-07;;7145;;Learn how to use OpenAI’s Assistants API to create custom GPT agents for inclusion in your own applications.;;OpenAI Products
Natural-Language-Processing-nlp;;OpenAI API: Building Assistants;;2023-12-07;;7145;;Learn how to use OpenAI’s Assistants API to create custom GPT agents for inclusion in your own applications.;;Chatbot Development
Natural-Language-Processing-nlp;;Using Lightweight AI with Small Language Models;;2024-05-21;;3467;;Lightweight AI models are faster, more efficient, and more limited alternatives to traditional large language models that are great for on-device and specialized AI operations.;;Large Language Models (LLM)
Natural-Language-Processing-nlp;;Using Lightweight AI with Small Language Models;;2024-05-21;;3467;;Lightweight AI models are faster, more efficient, and more limited alternatives to traditional large language models that are great for on-device and specialized AI operations.;;Artificial Intelligence (AI)
Natural-Language-Processing-nlp;;AI Show: Meta Llama 2 Foundational Model with Prompt Flow;;2024-01-17;;0;;On this episode of the AI Show, explore the possibilities of using the Meta Llama 2 foundational model with Prompt Flow.;;LLaMA
Natural-Language-Processing-nlp;;AI Show: Meta Llama 2 Foundational Model with Prompt Flow;;2024-01-17;;0;;On this episode of the AI Show, explore the possibilities of using the Meta Llama 2 foundational model with Prompt Flow.;;Prompt Flow
Natural-Language-Processing-nlp;;AI Show: Meta Llama 2 Foundational Model with Prompt Flow;;2024-01-17;;0;;On this episode of the AI Show, explore the possibilities of using the Meta Llama 2 foundational model with Prompt Flow.;;Large Language Models (LLM)
