Timestamp,Please select your country:,What region do you work in?,What city do you work in?,Are you a chartered engineer?,What province do you work in?,What city do you work in?,Select your highest level of professional attainment?,What state do you live in?,What is your highest level of professional attainment?,What state do you work in?,What city do you work in?,Select your highest level of professional attainment?,What is the maximum contribution offered by your employer as a percentage of your salary for an ESOP?,What is the maximum contribution offered by your employer as a percentage of your salary for a 401k?,Select your highest level of education attainment,Company Name (Optional),Company Head Count,What is your job title?,Which best describes your participation in the Civil Engineering industry?,Which sub discipline do you work in?,Do you work in the Public or Private sector?,How many years of post-graduate experience do you have in Civil Engineering?,What is your current annual salary?,What is your current billing rate?,What is your utilization percentage?,If you received a sign-on bonus how much was it?,How much did you earn in discretionary bonuses?,If you are a compensated with commission how much was your commission?,Is health insurance available?,How many days of paid time off do you receive per  year? (Sick time + Vacation Time),How many days per week do/can you work from home?,How many hours per week do you work on average?,How are you compensated for overtime?,Are you actively looking to change jobs?,Does your employer offer any student loan reimbursement?,Do you have a company vehicle?,"What is your overall job satisfaction considering your pay, work-life balance, benefits, community standing, and all other factors?","What salary would it take for you to change employers for a similar role, assuming the benefits are the same?",If there is any additional relevant information about your job you feel someone who looks at your responses needs to know please provide it below.,Please select your gender,"How many hours of paternity leave does your company offer, if any?","How many hours of maternity leave does your company offer, if any?"
7/10/2024 19:13:05,United States of America,,,,,,,,,Florida,Tampa,EIT,0,4.5,Bachelors Degree,United Utility,2500,Designer II,Full Time,Power/Electrical,Public,2.5,74984,N/A,N/A,0,0,0,Yes and fully covered,10,0,40,Time and a half (1.5x),No,No,No,3,85000,Don't come over here,Male,Idk,
7/11/2024 16:29:29,United States of America,,,,,,,,,Colorado,Watkins,PE,0,2500,Bachelors Degree,,50,Water Resource Engineer,Full Time,Water Resources,Public,12,145000,N/A,N/A,0,5000,0,Yes and fully covered,20,0,40,Not compensated (Exempt),No,No,No,7,165000,,Male,160,
7/12/2024 2:03:48,United States of America,,,,,,,,,Georgia,Atlanta ,PE,0,4,Bachelors Degree,,50,Civil engineer ,Full Time,Water Resources,Private,20,170000,220,65,0,2000,0,Yes but I still pay a premium,25-30,3,42-44,Straight time (1.0x),No,No,No,8,200000,,Male,40,
7/12/2024 12:05:08,United States of America,,,,,,,,,Illinois,Chicago,PE,0,9,Bachelors Degree,,1000,Project Engineer,Full Time,Transportation,Private,5,96720,46.5,N/A,,9000,0,Yes but I still pay a premium,20,2,40,Straight time (1.0x),No,Yes,No,8,120000,,Female,,
7/12/2024 14:36:24,United States of America,,,,,,,,,Michigan,Grand Rapids,EIT,0,3,Bachelors Degree,,200,Civil Engineer,Full Time,Government/Municipal,Private,4,77000,105,85,2500,2000,0,Yes but I still pay a premium,15,1-2,43,Straight time (1.0x),No,No,No,7,90000,,Male,80,
7/12/2024 15:21:16,United States of America,,,,,,,,,Oregon,Portland,PE,5,6,Masters Degree,,1000,Water Resources Engineer,Full Time,Water Resources,Private,4,102960,N/A,90,,0,0,Yes but I still pay a premium,56,3,40.1,Straight time for billable hours over 40,No,No,No,7,120000,,Male,3 months,
7/12/2024 17:57:18,United States of America,,,,,,,,,Washington,Tacoma,EIT,0,3,Bachelors Degree,,1300,Design Engineer,Full Time,Government/Municipal,Private,6,112000,175,85,,10000,0,Yes but I still pay a premium,25,2,40,Straight time (1.0x),No,No,No,5,125000,,Male,N/A,
7/12/2024 20:23:19,United States of America,,,,,,,,,California,SAN DIEGO,None,01,01,Bachelors Degree,,5,pm,Unemployed and looking for work,Land Development,Public,0.1,0.1,N/A,N/A,01,02,02,No,02,01,42,Straight time (1.0x),Yes,No,No,5,"55,000",,Male,33,
7/14/2024 15:53:45,Canada,,,,Ontario,Brampton ,PE,,,,,,,,Bachelors Degree,,7000,Project Manager,Full Time,Government/Municipal,Public,9,124000,N/A,N/A,,0,0,Yes and fully covered,18,4,35,Not compensated (Exempt),No,No,No,8,160000,,Male,0,
7/14/2024 20:52:51,United States of America,,,,,,,,,Hawaii,Honolulu,PE,6,3,Masters Degree,,30,Civil Engineer,Full Time,Structural,Private,3,120000,N/A,N/A,,0,0,Yes and fully covered,15,0,40,Straight time (1.0x),No,No,No,8,140000,,Male,30,
7/14/2024 21:11:41,United States of America,,,,,,,,,Maryland,Baltimore,PE,2,5,Bachelors Degree,,31000,Transportation Engineer,Full Time,Transportation,Private,6,93500,160,90,,0,0,Yes but I still pay a premium,4 weeks,2,45,Straight time (1.0x),No,No,No,8,$110K,,Female,,8 weeks
7/15/2024 2:40:44,South Africa,,,,,,,,,,,,,,Civil Engineering Diploma,,200,Civil Technician,Full Time,Construction/Field,Private,3,9900,N/A,N/A,0,0,0,No,26,1,40,Not compensated (Exempt),Yes,Yes,No,6,20000,,Male,8,
7/15/2024 11:39:17,United States of America,,,,,,,,,Massachusetts,Springfield,EIT,0,5,Bachelors Degree,,600,Civil Engineer I,Full Time,Land Development,Private,1,76000,N/A,N/A,2000,5000,0,Yes but I still pay a premium,Unlimited,2,40,Not compensated (Exempt),No,No,No,7,82000,,Male,0,
7/15/2024 15:05:49,United States of America,,,,,,,,,California,Tracy,EIT,0,5,Masters Degree,City ,100+,Associate Engineer,Full Time,Traffic,Public,8,117000,N/A,N/A,0,0,0,Yes and fully covered,24,1.5,5,Management leave 104 hours ,No,No,Yes,6,135000,,Female,,
7/15/2024 22:38:43,United States of America,,,,,,,,,California,San Francisco,EIT,0,5,Bachelors Degree,,35,Senior Project Engineer,Full Time,Land Development,Private,2,110000,N/A,88,,1600,0,Yes and fully covered,17,5,40,Time and a half (1.5x),No,No,No,9,130000,,Male,0,
7/16/2024 0:18:12,United States of America,,,,,,,,,Washington,Spokane ,EIT,0,4,Bachelors Degree,,60,Staff engineer ,Full Time,Geotechnical,Private,4,63000,120,N/A,,3000,0,Yes and fully covered,21,1,45,Time and a half (1.5x),No,Yes,No,7,80000,,Male,Unsure ,
7/17/2024 6:02:38,Sweden,,,,,,,,,,,,,,Bachelors Degree,,500,CSA Engineer,Full Time,Data Centres,Private,1.5,80000,N/A,N/A,,3000,0,Yes and fully covered,30,0,50,Not compensated (Exempt),No,No,No,8,100000,"Free housing, 500 euro flights every 3 week",Male,6 months,
7/17/2024 9:19:55,United States of America,,,,,,,,,Wisconsin,Rice lake,EIT,2,0,Bachelors Degree,,25,Staff engineer ,Full Time,Multiple ,Private,3,70000,N/A,N/A,,0,0,Yes but I still pay a premium,20,0,40,Time and a half (1.5x),No,No,No,5,80000,,Male,240,
7/17/2024 13:50:59,United States of America,,,,,,,,,Minnesota,Minnetonka,EIT,0,4,Masters Degree,,1000+,Structural project engineer,Full Time,Structural,Private,3,90000,N/A,90%,2000,1500,0,Yes but I still pay a premium,19,3,42,Not compensated (Exempt),No,No,No,8,120000,,Male,A week,
7/17/2024 14:28:31,United States of America,,,,,,,,,California,Santa Ana ,EIT,0,0,Bachelors Degree,,10,Structural design engineer II,Full Time,Structural,Private,2,80000,165,N/A,,0,0,Yes and fully covered,10,0,40,Not compensated (Exempt),Yes,No,No,4,90000,,Female,,0
7/17/2024 15:20:08,United States of America,,,,,,,,,Colorado,Englewood,EIT,0,5,Bachelors Degree,,50-60,Design Engineer,Full Time,Land Development,Private,4,85000,135,85-90,450,4000,0,Yes and fully covered,20,1,40,Straight time (1.0x),Yes,No,No,4,"90,000",Our PTO is accrued with our paycheck and not provided as a lump when we start. Poor management makes me want to switch much more than compensation,Male,480,
7/17/2024 17:03:30,United States of America,,,,,,,,,Texas,Dallas,PE,0,6,Masters Degree,,20,Project Engineer,Full Time,Structural,Private,9,96000,N/A,N/A,,11000,0,Yes but I still pay a premium,20,0,40,Not compensated (Exempt),No,No,No,5,140000,,Male,0,
7/18/2024 0:25:58,United States of America,,,,,,,,,California,irvine,PE,2,3,Bachelors Degree,,300000,civil engineer,Full Time,Land Development,Private,12,130000,N/A,85,,0,0,Yes and fully covered,30,5,40,Time and a half (1.5x),No,Yes,No,7,150000,,Male,0,
7/18/2024 1:54:15,United States of America,,,,,,,,,California,LA,EIT,0,4.5,Bachelors Degree,,2000,Engineer,Full Time,Government/Municipal,Public,2,120000,N/A,N/A,,0,0,Yes and fully covered,25,0,40,Time and a half (1.5x),No,No,No,10,140000,,Male,200,
7/18/2024 2:19:21,United States of America,,,,,,,,,Washington,Bellevue ,EIT,0,3,Masters Degree,,46,Assistant Engineer,Full Time,Transportation,Private,3,97760,N/A,85-88,0,3000,0,Yes but I still pay a premium,20,0,40,Straight time (1.0x),No,No,No,8,120000,,Male,8,
7/18/2024 4:41:53,Pakistan,,,,,,,,,,,,,,Masters Degree,SMADB Constructors,10000+,Contracts Engineer,Full Time,Construction/Field,Private,4,3000,N/A,N/A,0,0,0,No,64,0,9,Not compensated (Exempt),Yes,No,No,4,4000,NA,Male,0,
7/18/2024 8:37:08,United States of America,,,,,,,,,Michigan,Metro Detroit,PE,0,0,Bachelors Degree,,400,Project Engineer - Design ,Full Time,Transportation,Public,6,96000,N/A,N/A,0,2000,0,Yes but I still pay a premium,28,0,45,Time and a half (1.5x),Yes,No,No,8,115000,Pension ,Male,0,
7/18/2024 8:57:53,United States of America,,,,,,,,,Idaho,Boise,PE,0,4,Bachelors Degree,,4000,Transmission Line Engineer,Full Time,Power/Electrical,Private,6,99000,145,94,,8000,0,Yes but I still pay a premium,22,5,40,Straight time (1.0x),No,No,No,8,128000,,Male,80,
7/18/2024 10:17:35,United States of America,,,,,,,,,Minnesota,Minneapolis,PE,6.8,3,Bachelors Degree,,180,Senior Engineer,Full Time,Water Resources,Private,9,115000,N/A,N/A,,8000,0,Yes but I still pay a premium,21,2,42,Straight time (1.0x),No,No,No,9,200000,,Male,40,
7/18/2024 11:00:45,United States of America,,,,,,,,,New York,NYC,PE,0,3,Bachelors Degree,TY Lin,2000,Resident Engineer,Full Time,Construction/Field,Private,8,131000,N/A,N/A,,0,0,Yes but I still pay a premium,20,0,40,Straight time (1.0x),Yes,Yes,No,3,150000,,Male,320,
7/18/2024 13:39:16,United States of America,,,,,,,,,Colorado,Denver,PE,0,18,Bachelors Degree,Kimley-Horn,7000,Practice Builder,Full Time,Transportation,Public,15,145000,225,75,10000,70000,0,Yes and fully covered,22,1,45,Not compensated (Exempt),No,Yes,No,9,200000,,Male,80,
7/18/2024 13:56:44,United States of America,,,,,,,,,Oregon,Portland,PE,0,4,Bachelors Degree,,30,Project Engineer,Full Time,Structural,Private,7,82000,N/A,N/A,0,1000,0,Yes and fully covered,20,0,40,Straight time (1.0x),No,No,No,7,105000,,Male,0,
7/18/2024 18:52:24,United States of America,,,,,,,,,District of Columbia,DC,PE,0,3,Masters Degree,,10000+,Structural Engineer,Full Time,Construction/Field,Private,10,154500,N/A,N/A,,2500,0,Yes but I still pay a premium,10,1,40,Not compensated (Exempt),No,No,No,9,200000,,Male,10,
7/18/2024 20:43:02,United States of America,,,,,,,,,Massachusetts,Boston,EIT,0,3,Bachelors Degree,Langan Enfineering,2500,Senior Staff Engineer,Full Time,Geotechnical,Private,3.5,82000,240/hr,N/A,0,3500,0,Yes and fully covered,23,4,46,Straight time (1.0x),Yes,Yes,No,3,90000,,Male,120,
7/18/2024 23:10:52,United States of America,,,,,,,,,Florida,Tallahassee,PE,0,4.2,Bachelors Degree,,7000,Office manager,Full Time,Geotechnical,Private,11,138000,210,N/A,,13000,0,Yes but I still pay a premium,20,1,50,Not compensated (Exempt),No,No,No,8,160000,,Male,160,
7/19/2024 7:45:39,United States of America,,,,,,,,,Washington,Tacoma,PE,0,0,Bachelors Degree,County,800,Engineer 2,Full Time,Transportation,Public,10,124000,N/A,N/A,0,0,0,Yes but I still pay a premium,40,4,40,Time and a half (1.5x),No,No,No,10,150000,,Male,0,
7/19/2024 11:59:41,United States of America,,,,,,,,,Wisconsin,Milwaukee,EIT,7,15,Bachelors Degree,,1500,Staff Engineer ,Full Time,Geotechnical,Private,2,67000,N/A,N/A,,750,0,Yes but I still pay a premium,15,4,45,Straight time (1.0x),No,No,No,9,75000,,Male,None at the moment ,
7/20/2024 16:59:37,United States of America,,,,,,,,,Texas,Houston,None,7000,0,Bachelors Degree,,10000,Graduate ENgineer,Full Time,Land Development,Private,1,70000,N/A,N/A,4000,0,0,Yes but I still pay a premium,15,0,40,Time and a half (1.5x),Yes,No,No,5,78000,,Male,800,
7/21/2024 4:57:46,Australia,,,,,,,New South Wales,Graduate Engineer,,,,,,Bachelors Degree,JH,6000,Graduate Engineer,Full Time,Construction/Field,Private,1.5,99000,N/A,N/A,,3000,0,No,30,0,60,Not compensated (Exempt),No,No,No,5,120000,,Male,684,
7/22/2024 10:34:35,United States of America,,,,,,,,,Florida,Tampa,PE,0,4,Bachelors Degree,,20,Project Manager,Full Time,Land Development,Private,7,111000,180,90,5000,12000,0,Yes but I still pay a premium,15,0,45,Not compensated (Exempt),No,No,No,6,140000,,Male,0,
7/22/2024 18:29:36,United States of America,,,,,,,,,Washington,EVERETT,EIT,0,0.03,Masters Degree,,4,PROJECT ENGINEER,Full Time,Structural,Private,4,80000,114,N/A,,0,0.25,No,13,0,40,Not compensated (Exempt),Yes,No,No,4,90000,,Male,0,
7/23/2024 0:56:14,United States of America,,,,,,,,,California,Santa Rosa,EIT,0,4,Bachelors Degree,Argonaut Constructors,200,Project Engineer,Full Time,Construction/Field,Private,1.5,75,N/A,N/A,5000,0,0,I have insurance but still pay out of pocket,4 weeks,0,50,Not compensated (Exempt),No,No,No,7,90000,,Male,I dont know,
7/23/2024 5:44:19,United States of America,,,,,,,,,Florida,Fort Myers,PE,20,10,Bachelors Degree,,2,Project Engineer,Full Time,Land Development,Private,28,180000,150,N/A,,0,0,Yes and fully covered,15,5,48,Not compensated (Exempt),No,No,No,8,300000,,Female,,
7/23/2024 8:33:48,Australia,,,,,,,Queensland,Professional Engineer,,,,,,Masters Degree,,200,Structural Engineer,Full Time,Structural,Private,13,135000,N/A,N/A,,0,0,No,25,2,38,Not compensated (Exempt),No,No,No,9,170000,,Male,280,
7/23/2024 15:55:39,United States of America,,,,,,,,,New York,New York,PE,0,6,Masters Degree,,10k+,Engineer,Full Time,Transportation,Private,4,87000,N/A,90,0,0,0,Yes but I still pay a premium,20,3,40,Not compensated (Exempt),Yes,Yes,No,8,100000,,Male,0,
7/23/2024 16:13:28,United States of America,,,,,,,,,Oregon,Portland,PE,0,5,Bachelors Degree,,80,Senior Engineer,Part Time,Water Resources,Private,11,135000,205,90,,25000,0,Yes but I still pay a premium,32,5,45,Straight time (1.0x),No,No,No,7,200000,,Male,16,
7/23/2024 16:58:08,United States of America,,,,,,,,,Florida,Orlando,PE,0,4,Bachelors Degree,,40,Structural Department Manager,Full Time,Structural,Private,13,130000,145,95%,,3000,0,Yes and fully covered,20,2,60,Not compensated (Exempt),No,No,No,6,150000,,Male,0,
7/23/2024 16:58:55,Canada,,,,Saskatchewan,Regina,EIT,,,,,,,,Bachelors Degree,,3000,Engineer,Full Time,Transportation,Public,3,78480,N/A,N/A,,0,0,Yes but I still pay a premium,31,0,39.15,Double time,No,No,No,9,"100,000",,Male,1 year,
7/23/2024 17:11:50,Canada,,,,British Columbia,Vancouver Island,None,,,,,,,,Technologist Diploma,,75,Senior Civil tech,Full Time,Land Development,Private,8,97000,125,88,0,1500,0,Yes but I still pay a premium,25,5,5,"Straight time, Banked. ",No,No,No,7,105000,"CAD Coordinator, small company",Female,,
7/23/2024 20:17:45,Canada,,,,Ontario,Toronto ,EIT,,,,,,,,Masters Degree,,550,Graduate Structural Designer,Full Time,Structural,Private,1,75000,N/A,100%,5000,2000,0,Yes and fully covered,20,3,37.5,Time and a half (1.5x),No,No,No,8,85000,,Male,Unsure,
7/23/2024 20:53:51,United States of America,,,,,,,,,California,Los Angeles,EIT,25,7,Masters Degree,,N/A,Structural Engineer,Full Time,Structural,Private,5,94000,N/A,N/A,,0,0,Yes but I still pay a premium,unlimited,3,40,Straight time (1.0x),No,Yes,No,7,110000,,Male,i dont know,
7/23/2024 20:58:13,United States of America,,,,,,,,,Missouri,St. Louis,EIT,5,3,Bachelors Degree,,150,Associate Project Engineer,Full Time,Structural,Private,0.5,68000,N/A,90,,0,0,Yes but I still pay a premium,15,1/week,40,Time and a half (1.5x),No,No,No,9,78000,,Male,13w @ 70% pay,
7/23/2024 23:19:48,United States of America,,,,,,,,,Texas,San Antonio,None,0,3,Bachelors Degree,,500,Engineer Designer IV,Full Time,Transportation,Private,7,88138,42.23,100,0,2000,0,Yes but I still pay a premium,80,5,40,Straight time (1.0x),Yes,Yes,No,5,11500,,Female,,240
7/24/2024 9:55:56,United States of America,,,,,,,,,California,Fresno,PE,0,0,Bachelors Degree,,20,Licensed Professional Engineer,Full Time,Government/Municipal,Public,3,136000,N/A,N/A,,0,0,Yes and fully covered,186,1,40,Not compensated (Exempt),No,No,No,9,160000,"CalPERS Retirement, Site Development/Utilities Design",Male,240,
7/24/2024 10:10:53,United States of America,,,,,,,,,Texas,Austin,EIT,3,3,Bachelors Degree,,600,Graduate engineer,Full Time,Structural,Public,2,76000,150,85,,0,0,Yes but I still pay a premium,15,0,40,Not compensated (Exempt),No,No,No,5,85000,,Male,Not sure,
7/24/2024 13:07:57,United States of America,,,,,,,,,Louisiana,New Orleans,EIT,0,4,Bachelors Degree,,500+,Civil Designer,Full Time,Bridges,Public,2.5,77500,N/A,N/A,0,2000,0,Yes but I still pay a premium,16,2,42,Straight time (1.0x),No,No,No,8,100000,,Male,40,
7/25/2024 9:02:03,Canada,,,,Ontario,Ottawa ,PE,,,,,,,,Bachelors Degree,,200,Civil engineer,Full Time,Geotechnical,Private,8,90000,N/A,N/A,,0,0,Yes and fully covered,21,3,37.5,Time and a half (1.5x),No,No,No,8,105000,,Male,0,
7/25/2024 9:20:10,United States of America,,,,,,,,,Utah,Lehi,EIT,1,4,Bachelors Degree,AE2S,300,Engineer in Training ,Full Time,Water Resources,Private,3,72400,168,94,,2500,0,Yes and fully covered,16,1,50,Straight time (1.0x),No,No,Yes,6,85000,Just passed PE,Male,0,
7/25/2024 10:09:56,United States of America,,,,,,,,,Texas,Dallas,PE,10,6,Bachelors Degree,,50,Project Engineer,Full Time,Transportation,Private,16,120000,N/A,N/A,1500,11000,0,Yes and fully covered,20,5,40,Straight time (1.0x),No,No,No,10,138000,,Male,12 weeks,
7/25/2024 12:10:57,United States of America,,,,,,,,,New Jersey,Parsippany,PE,0,4,Bachelors Degree,,2500,Engineer,Full Time,Land Development,Private,6,108000,145,95,,0,0,Yes but I still pay a premium,18,5,42,Straight time (1.0x),No,Yes,No,8,140000,,Male,480,
7/25/2024 12:31:03,United States of America,,,,,,,,,Arizona,Phoenix,EIT,3,3,Bachelors Degree,WSP,N/A,Assistant consult civil engineering,Full Time,Land Development,Private,1,65000,88.91 an hour ,90-95,0,0,0,Yes but I still pay a premium,16,0,40-43,Based on bill-ability only if 100% of the 40 hours plus the extra is billable to a project.,Yes,Yes,No,7,70000,,Female,,N/A
7/25/2024 12:53:05,United States of America,,,,,,,,,Massachusetts,Boston,EIT,12,12,Masters Degree,Simpson Gumpertz & Heger,750,Associate Project Consultant,Full Time,Building Enclosure,Private,2,78000,160,95,7000,2500,0,Yes but I still pay a premium,24,1,50,Straight time (1.0x),Yes,No,No,3,125000,I am an international worker and have the H1B visa.,Male,80,
7/25/2024 18:35:52,United States of America,,,,,,,,,California,Bakersfield,PE,0,7.5,Bachelors Degree,,90, Engineer,Part Time,Construction/Field,Public,0,132000,N/A,85,0,0,1,Yes and fully covered,25,0,40+,Not compensated (Exempt),No,No,No,8,35000,Currently rural so job change would include a commute,Male,fmla ,
7/25/2024 19:47:33,Canada,,,,British Columbia,Prince George,None,,,,,,,,Civil Engineering Technology Diploma,City of Prince George,100+,Civil Engineering Technologist,Full Time,Government/Municipal,Public,1,75000,N/A,N/A,,0,0,Yes and fully covered,30,0,37.5,Time and a half (1.5x) + Double Time (2.0) after 10 hours,No,No,Yes,9,90000,Civil Engineering Technology in Government (Public Sector),Male,Unsure,
7/26/2024 0:19:10,United States of America,,,,,,,,,Illinois,Chicago,PE,0,3,Bachelors Degree,,35,"Vice President, Engineering",Full Time,Environmental,Private,30,160000,N/A,N/A,,15000,0,Yes but I still pay a premium,19,3,50,Not compensated (Exempt),No,Yes,No,10,200000,,Male,0,
7/26/2024 0:24:43,United States of America,,,,,,,,,Alaska,Anchorage,PE,0,4.5,Bachelors Degree,,50000,Civil Engineer,Full Time,Transportation,Private,11,135000,N/A,98,,0,0,Yes but I still pay a premium,25,5,40,Straight time (1.0x),No,Yes,No,7,160000,,Male,240,
7/26/2024 9:16:54,United States of America,,,,,,,,,Texas,San Antonio,PE,0,6,Bachelors Degree,,15000,Structural Project Engineer,Full Time,Structural,Public,12,133000,61.13,92,,0,0,Yes but I still pay a premium,22,2,40,Straight time (1.0x),No,No,No,8,155000,,Male,213,
7/26/2024 15:14:40,United States of America,,,,,,,,,Indiana,Evansville,EIT,0,5,Bachelors Degree,USDA,100000,Civil Engineer,Full Time,Construction/Field,Public,4,77390,N/A,N/A,,0,0,Yes but I still pay a premium,32.5,5,40,Straight time (1.0x),Yes,No,No,6,85000,,Male,480,
7/26/2024 21:21:03,United States of America,,,,,,,,,Florida,Panama City,PE,0,0,Masters Degree,,40,Civil Engineer,Full Time,Water Resources,Public,11,90000,N/A,N/A,,0,0,Yes but I still pay a premium,18,0,45,Not compensated (Exempt),Yes,No,No,8,11000,,Prefer not to say,40,
7/27/2024 9:47:48,United States of America,,,,,,,,,Texas,Houston,PE,0,5,Masters Degree,,500,senior engineer,Full Time,Environmental,Private,17,112500,unknown,85%,5000,12000,0,Yes but I still pay a premium,160,2,50,Not compensated (Exempt),No,Yes,No,7,125000,Not as motivated for advancement with a child and a house and volunteer work to manage in addition,Female,,unknown
7/27/2024 10:40:21,United States of America,,,,,,,,,Massachusetts,worcester,None,0,4,Bachelors Degree,,80,civil eng,Full Time,land development and transportation,Private,3,72000,110,95,0,2500,0,Yes and fully covered,19,2,40,no overtime unless approved but it is 1.5x. We strictly work 40hrs,No,Yes,No,8,90000,,Male,120,
7/27/2024 11:53:15,United States of America,,,,,,,,,New Jersey,Iselin ,None,0,6,Bachelors Degree,,5000,engineer 1 ,Full Time,Water Resources,Private,0,80000,N/A,N/A,0,0,0,Yes and fully covered,15,3,40-50,Time and a half (1.5x),No,Yes,No,10,120000,,Male,idk,
7/27/2024 15:06:18,United States of America,,,,,,,,,South Carolina,Greenville,PE,0,4,Bachelors Degree,,60,Structural engineer ,Full Time,Structural,Private,9,107500,N/A,N/A,,20000,0,Yes and fully covered,13,5,45,Not compensated (Exempt),No,No,No,7,130000,,Male,0,
7/27/2024 23:46:56,United States of America,,,,,,,,,California,San Diego,None,1,4,Bachelors Degree,nv5,"200,000",Project Manager,Full Time,Power/Electrical,Private,8,120,161/hr,N/A,0,3000,0,Yes but I still pay a premium,unlimited,4,40-45,Straight time (1.0x),No,Yes,Yes,8,"160,000",I work as project Manger for Gas projects,Male,320,
7/28/2024 12:36:42,United States of America,,,,,,,,,Tennessee,Nashville,PE,0,0,Masters Degree,TDOT,3500,TDOT Manager,Full Time,Transportation,Public,16,125000,N/A,N/A,0,1500,0,Yes but I still pay a premium,30,2,40,Not compensated (Exempt),Yes,No,No,7,140000,,Male,0,
7/28/2024 20:28:54,United States of America,,,,,,,,,Virginia,"Reston, Virginia, USA",EIT,0,18,Bachelors Degree,KH,8200,P2 - Water/Wastewater,Full Time,Water Resources,Public,3,90500,N/A,96,,12800,0,Yes and fully covered,168,1,45,Not compensated (Exempt),No,Yes,No,8,130000,,Male,40,
7/29/2024 12:35:43,United States of America,,,,,,,,,Illinois,Chicago,PE,4.5,10,Masters Degree,,35,Project Engineer 4,Full Time,Transportation,Private,9,100360,N/A,N/A,,4000,0,Yes but I still pay a premium,21,0,5,Straight time (1.0x),No,No,No,7,120000,,Male,2 weeks,
7/29/2024 13:16:18,United States of America,,,,,,,,,Alaska,Anchorage,PE,0,4,Masters Degree,,16,Senior Engineer,Full Time,Structural,Private,17,108000,164,N/A,,15000,0,Yes but I still pay a premium,40,2,40,Not compensated (Exempt),No,No,No,9,120000,,Male,0,
7/29/2024 16:12:46,United States of America,,,,,,,,,Texas,San Antonio,EIT,000,2730,Bachelors Degree,Cobb Fendley,650,Project Engineer,Full Time,Government/Municipal,Private,2.5,91000,N/A,95%,3000,000,0,Yes but I still pay a premium,14,2,40,Not compensated (Exempt),No,Yes,No,9,105000,,Female,,8 weeks
7/29/2024 18:17:03,United States of America,,,,,,,,,Georgia,Norcross,None,0,5,Bachelors Degree,Nova ,485,Field engineer ,Full Time,Transportation,Public,0,58000,N/A,N/A,0,500,0,Yes and fully covered,15,0,38,Time and a half (1.5x),Yes,No,Yes,7,70000,"Job is pretty easy, I am blessed to have good managers that takes care of you. Having a month old newborn they have been very understanding and supportive. ",Male,0,
7/30/2024 4:25:20,Finland,,,,,,,,,,,,,,Doctorate Degree,,75000,Senior General Engineer,Full Time,Power/Electrical,Private,1,69000,122,90%,0,0,0,Universal healthcare,"25 (days of vacation, basically unlimited sick days)",7,37.5,Straight time (1.0x),No,No,No,8,80000,,Male,75 (state provides an additional 6000 hours),
7/31/2024 0:35:57,United States of America,,,,,,,,,California,Irvine,EIT,0,5,Bachelors Degree,,50,Assistant Engineer,Full Time,Transportation,Private,1,75000,N/A,N/A,,500,0,"Offered, but use parents insurance",18,3,40,Straight time (1.0x),No,No,No,6,80000,,Male,Not sure,
7/31/2024 8:03:11,United States of America,,,,,,,,,Indiana,Indianapolis,PE,0,12,Masters Degree,,110,Project Manager,Full Time,Bridges,Private,12,106500,175,90,5000,5000,0,Yes but I still pay a premium,15,2,45,Straight time (1.0x),No,No,No,7,130000,,Male,24,
7/31/2024 12:15:15,Canada,,,,Ontario,Milton,EIT,,,,,,,,Masters Degree,,30,Structural Engineer (EIT),Full Time,Structural,Private,4,72000,N/A,N/A,,2000,0,Yes but I still pay a premium,20,0,40,Not compensated (Exempt),Yes,Yes,No,8,85000,,Male,0,
7/31/2024 12:18:05,United States of America,,,,,,,,,Delaware,dover,EIT,0,3,Masters Degree,,5,engineer 1,Full Time,Structural,Private,2,63000,N/A,N/A,,0,0,Yes and fully covered,15,0,40,Straight time (1.0x),No,No,No,5,80000,,Female,,
7/31/2024 16:22:02,United States of America,,,,,,,,,Utah,Salt Lake City,PE,0,10,Masters Degree,State of Utah,63000,Engineer III,Full Time,Water Resources,Public,10,92560,N/A,N/A,,0,0,Yes and fully covered,32.5,4,40,Not compensated (Exempt),Yes,Yes,No,6,100000,,Male,0,
8/1/2024 10:18:34,United States of America,,,,,,,,,South Carolina,Greenville,EIT,70000,3,Bachelors Degree,,30,Project Designer,Full Time,Land Development,Private,1,70000,N/A,N/A,0,0,0,Yes and fully covered,30,1,32,Not compensated (Exempt),No,No,No,9,90000,,Male,0,
8/1/2024 15:38:00,United States of America,,,,,,,,,California,Diamond Bar,EIT,0,0,Masters Degree,Caltrans,19887,Transportation Engineer,Full Time,Bridges,Public,3.5,110000,N/A,N/A,,0,0,Yes and fully covered,15,3,40,Not compensated (Exempt),No,No,No,10,125000,,Male,idk,
8/1/2024 21:54:25,United States of America,,,,,,,,,Oregon,Portland ,PE,0,6,Bachelors Degree,,25,Project Engineer,Full Time,Water Resources,Public,8,112500,N/A,N/A,0,0,0,Yes but I still pay a premium,20,0,40,Not compensated (Exempt),Yes,No,No,5,135000,,Male,0,
8/2/2024 16:41:03,United States of America,,,,,,,,,California,Los Angeles ,PE,8,2,Masters Degree,,18000,Engineer 2,Full Time,Wastewater ,Private,6,119000,N/A,N/A,,4760,0,Yes but I still pay a premium,25,5,40,Time and a half (1.5x),Yes,Yes,No,6,160,,Female,,160
